store_nbr,item_nbr,family,total_demand,average_daily_demand,demand_std,active_sales_days,sales_frequency,coefficient_of_variation,abc_class,safety_stock,reorder_point,replenishment_risk
49,1464082,BEVERAGES,1180.0,2.53,1.73,466,0.7872,0.6837944664031621,C,7.53,25.26,Low Risk
25,634054,MEATS,725.018,2.42,1.91,300,0.5068,0.7892561983471075,C,8.34,25.26,Low Risk
25,898656,DAIRY,638.0,2.36,2.0,270,0.4561,0.8474576271186441,C,8.72,25.26,Low Risk
44,307740,CLEANING,575.0,2.1,2.42,274,0.4628,1.1523809523809523,C,10.57,25.26,Low Risk
25,2003409,GROCERY I,527.0,2.38,1.96,221,0.3733,0.823529411764706,C,8.57,25.26,Low Risk
49,122425,CLEANING,1370.0,2.66,1.52,516,0.8716,0.5714285714285714,C,6.65,25.24,Low Risk
25,957098,DAIRY,684.0,2.3,2.1,298,0.5034,0.9130434782608696,C,9.18,25.24,Low Risk
49,686034,BEVERAGES,667.0,2.19,2.26,304,0.5135,1.0319634703196345,C,9.88,25.24,Low Risk
25,1417154,GROCERY I,631.0,2.39,1.94,264,0.4459,0.811715481171548,C,8.49,25.22,Low Risk
25,958519,BEVERAGES,71.0,2.54,1.71,28,0.0473,0.6732283464566929,C,7.47,25.22,Low Risk
25,173113,DAIRY,1041.0,2.55,1.68,408,0.6892,0.6588235294117647,C,7.35,25.21,Low Risk
49,1018516,GROCERY I,594.0,2.11,2.38,281,0.4747,1.127962085308057,C,10.41,25.21,Low Risk
25,1038946,BREAD/BAKERY,1047.0,2.6,1.6,402,0.6791,0.6153846153846154,C,6.97,25.2,Low Risk
25,839544,DAIRY,855.0,2.36,1.99,363,0.6132,0.8432203389830509,C,8.69,25.18,Low Risk
25,364413,CLEANING,766.0,2.36,1.98,324,0.5473,0.8389830508474576,C,8.63,25.18,Low Risk
47,169104,CLEANING,719.0,2.31,2.06,311,0.5253,0.8917748917748918,C,8.99,25.17,Low Risk
25,460804,GROCERY I,154.0,2.2,2.24,70,0.1182,1.0181818181818183,C,9.76,25.16,Low Risk
44,981655,GROCERY I,1178.0,2.53,1.71,466,0.7872,0.6758893280632411,C,7.46,25.15,Low Risk
25,378332,GROCERY I,796.0,2.37,1.96,336,0.5676,0.8270042194092827,C,8.57,25.15,Low Risk
45,937953,CLEANING,1122.0,2.47,1.8,455,0.7686,0.728744939271255,C,7.87,25.14,Low Risk
49,2010428,GROCERY I,1029.0,2.46,1.81,418,0.7061,0.7357723577235773,C,7.91,25.14,Low Risk
25,376194,GROCERY I,465.0,2.3,2.07,202,0.3412,0.9,C,9.02,25.14,Low Risk
44,750855,GROCERY I,1200.0,2.55,1.66,470,0.7939,0.6509803921568628,C,7.24,25.11,Low Risk
49,421066,GROCERY I,1043.0,2.51,1.73,416,0.7027,0.6892430278884463,C,7.56,25.11,Low Risk
49,859932,CLEANING,845.0,2.43,1.85,348,0.5878,0.7613168724279835,C,8.09,25.09,Low Risk
25,841570,GROCERY I,671.0,2.37,1.95,283,0.478,0.8227848101265822,C,8.5,25.09,Low Risk
45,2076761,GROCERY I,286.0,2.58,1.62,111,0.1875,0.627906976744186,C,7.05,25.09,Low Risk
49,1997781,CLEANING,957.0,2.6,1.57,368,0.6216,0.6038461538461538,C,6.88,25.08,Low Risk
47,173113,DAIRY,1373.0,2.65,1.5,519,0.8767,0.5660377358490566,C,6.55,25.07,Low Risk
49,1940466,BREAD/BAKERY,1053.0,2.54,1.67,415,0.701,0.6574803149606299,C,7.3,25.07,Low Risk
25,683722,GROCERY I,569.0,2.35,1.97,242,0.4088,0.8382978723404255,C,8.61,25.07,Low Risk
25,522383,GROCERY I,806.0,2.52,1.7,320,0.5405,0.6746031746031745,C,7.43,25.06,Low Risk
25,1463790,BEVERAGES,934.0,2.43,1.85,385,0.6503,0.7613168724279835,C,8.06,25.05,Low Risk
49,1965732,CLEANING,634.0,2.37,1.93,267,0.451,0.8143459915611814,C,8.41,25.03,Low Risk
25,115693,GROCERY I,809.0,2.41,1.87,336,0.5676,0.7759336099585062,C,8.15,25.0,Low Risk
49,1463791,BEVERAGES,1271.0,2.57,1.6,494,0.8345,0.6225680933852141,C,6.98,24.99,Low Risk
49,1324182,BEVERAGES,598.0,2.23,2.15,268,0.4527,0.9641255605381166,C,9.37,24.99,Low Risk
49,1958262,GROCERY I,398.0,2.22,2.16,179,0.3024,0.9729729729729729,C,9.42,24.99,Low Risk
47,324206,CLEANING,1155.0,2.56,1.62,452,0.7635,0.6328125,C,7.09,24.98,Low Risk
44,2006630,GROCERY I,105.0,2.44,1.8,43,0.0726,0.7377049180327869,C,7.87,24.97,Low Risk
45,1463596,BEVERAGES,1291.0,2.59,1.56,498,0.8412,0.6023166023166023,C,6.82,24.96,Low Risk
47,1352751,CLEANING,313.0,2.35,1.94,133,0.2247,0.825531914893617,C,8.48,24.96,Low Risk
25,2067056,GROCERY I,152.0,2.45,1.78,62,0.1047,0.7265306122448979,C,7.77,24.93,Low Risk
25,554049,GROCERY I,838.0,2.37,1.9,353,0.5963,0.8016877637130801,C,8.31,24.92,Low Risk
25,1418847,GROCERY I,687.0,2.43,1.82,283,0.478,0.7489711934156378,C,7.92,24.92,Low Risk
25,850333,GROCERY I,1003.0,2.42,1.82,414,0.6993,0.7520661157024794,C,7.95,24.91,Low Risk
45,1162933,GROCERY I,538.0,2.5,1.69,215,0.3632,0.6759999999999999,C,7.39,24.91,Low Risk
25,268834,GROCERY I,1041.0,2.51,1.68,415,0.701,0.6693227091633467,C,7.34,24.9,Low Risk
25,1324182,BEVERAGES,96.0,2.13,2.28,45,0.076,1.0704225352112675,C,9.96,24.9,Low Risk
25,2056557,GROCERY I,209.0,2.49,1.71,84,0.1419,0.6867469879518071,C,7.47,24.89,Low Risk
45,278806,GROCERY I,1066.0,2.47,1.73,431,0.728,0.7004048582995951,C,7.57,24.88,Low Risk
49,1464257,BEVERAGES,1001.0,2.3,2.01,435,0.7348,0.8739130434782608,C,8.76,24.87,Low Risk
49,1988467,CLEANING,646.0,2.42,1.82,267,0.451,0.7520661157024794,C,7.94,24.87,Low Risk
47,847569,GROCERY I,1160.0,2.49,1.7,466,0.7872,0.6827309236947791,C,7.44,24.86,Low Risk
44,1911102,GROCERY I,1062.0,2.48,1.71,428,0.723,0.689516129032258,C,7.48,24.85,Low Risk
25,1473484,PRODUCE,984.593,2.19,2.18,450,0.7601,0.995433789954338,C,9.53,24.85,Low Risk
44,847569,GROCERY I,1043.0,2.53,1.64,413,0.6976,0.6482213438735178,C,7.16,24.84,Low Risk
25,173111,GROCERY I,919.0,2.44,1.78,377,0.6368,0.7295081967213115,C,7.76,24.83,Low Risk
25,1281780,CLEANING,403.0,2.37,1.88,170,0.2872,0.7932489451476793,C,8.22,24.82,Low Risk
49,1911102,GROCERY I,1035.0,2.47,1.72,419,0.7078,0.6963562753036436,C,7.52,24.81,Low Risk
49,574898,CLEANING,743.0,2.42,1.8,307,0.5186,0.7438016528925621,C,7.86,24.8,Low Risk
25,1949872,GROCERY I,327.0,2.26,2.06,145,0.2449,0.9115044247787611,C,9.01,24.8,Low Risk
49,812726,CLEANING,831.0,2.37,1.87,350,0.5912,0.7890295358649789,C,8.15,24.77,Low Risk
49,996597,GROCERY I,78.0,2.23,2.1,35,0.0591,0.9417040358744395,C,9.17,24.77,Low Risk
25,1064018,GROCERY I,688.0,2.43,1.77,283,0.478,0.728395061728395,C,7.74,24.75,Low Risk
25,108797,GROCERY I,957.0,2.42,1.78,395,0.6672,0.7355371900826446,C,7.78,24.74,Low Risk
45,1936510,GROCERY I,509.0,2.35,1.91,217,0.3666,0.8127659574468085,C,8.32,24.74,Low Risk
45,2089224,GROCERY I,136.0,2.57,1.55,53,0.0895,0.6031128404669261,C,6.77,24.73,Low Risk
25,2011449,GROCERY I,814.0,2.48,1.68,328,0.5541,0.6774193548387096,C,7.35,24.72,Low Risk
44,1977486,BEVERAGES,487.0,2.2,2.13,221,0.3733,0.968181818181818,C,9.3,24.72,Low Risk
25,1178696,CLEANING,366.0,2.32,1.95,158,0.2669,0.8405172413793104,C,8.49,24.71,Low Risk
47,687549,GROCERY I,1162.0,2.46,1.71,472,0.7973,0.6951219512195121,C,7.45,24.69,Low Risk
25,1473402,PRODUCE,931.697,2.4,1.81,388,0.6554,0.7541666666666668,C,7.88,24.69,Low Risk
45,1975584,GROCERY I,1217.0,2.49,1.65,488,0.8243,0.6626506024096385,C,7.22,24.68,Low Risk
49,752167,GROCERY I,706.0,2.19,2.14,322,0.5439,0.9771689497716896,C,9.34,24.68,Low Risk
47,830624,CLEANING,1022.0,2.49,1.65,410,0.6926,0.6626506024096385,C,7.22,24.67,Low Risk
44,1162934,GROCERY I,463.0,2.39,1.82,194,0.3277,0.7615062761506276,C,7.96,24.67,Low Risk
45,155607,GROCERY I,1195.0,2.54,1.58,471,0.7956,0.6220472440944882,C,6.9,24.66,Low Risk
49,1324845,CLEANING,961.0,2.36,1.87,408,0.6892,0.7923728813559323,C,8.18,24.66,Low Risk
44,1914367,GROCERY I,638.0,2.3,1.95,277,0.4679,0.8478260869565218,C,8.53,24.66,Low Risk
25,1466826,GROCERY I,463.0,2.15,2.2,215,0.3632,1.0232558139534884,C,9.59,24.66,Low Risk
49,2067123,GROCERY I,261.0,2.51,1.63,104,0.1757,0.649402390438247,C,7.09,24.66,Low Risk
25,1458849,DAIRY,1090.0,2.48,1.67,439,0.7416,0.6733870967741935,C,7.27,24.65,Low Risk
49,1353969,CLEANING,531.0,2.39,1.81,222,0.375,0.7573221757322176,C,7.91,24.65,Low Risk
49,1463451,GROCERY I,671.0,2.32,1.92,289,0.4882,0.8275862068965517,C,8.39,24.64,Low Risk
49,2089224,GROCERY I,119.0,2.38,1.83,50,0.0845,0.7689075630252101,C,7.98,24.64,Low Risk
25,1114924,BEVERAGES,362.0,2.28,1.99,159,0.2686,0.8728070175438597,C,8.69,24.63,Low Risk
49,2003375,GROCERY I,548.0,2.35,1.87,233,0.3936,0.7957446808510639,C,8.15,24.62,Low Risk
45,2087409,BEVERAGES,126.0,2.47,1.68,51,0.0861,0.6801619433198379,C,7.32,24.62,Low Risk
25,829414,CLEANING,468.0,2.25,2.03,208,0.3514,0.9022222222222221,C,8.86,24.61,Low Risk
25,122418,GROCERY I,193.0,2.38,1.81,81,0.1368,0.7605042016806723,C,7.92,24.6,Low Risk
25,1976186,BEVERAGES,30.0,2.5,1.62,12,0.0203,0.648,C,7.09,24.59,Low Risk
25,1466077,BEVERAGES,278.0,2.4,1.79,116,0.1959,0.7458333333333333,C,7.81,24.58,Low Risk
25,1993091,CLEANING,252.0,2.5,1.63,101,0.1706,0.6519999999999999,C,7.11,24.58,Low Risk
47,155607,GROCERY I,1181.0,2.49,1.63,474,0.8007,0.6546184738955823,C,7.13,24.57,Low Risk
49,1418259,CLEANING,1108.0,2.54,1.56,437,0.7382,0.6141732283464567,C,6.82,24.57,Low Risk
49,404454,GROCERY I,552.0,2.23,2.04,247,0.4172,0.9147982062780269,C,8.93,24.57,Low Risk
45,641627,GROCERY I,269.0,2.32,1.91,116,0.1959,0.8232758620689655,C,8.33,24.57,Low Risk
44,321798,CLEANING,999.0,2.44,1.71,409,0.6909,0.7008196721311475,C,7.46,24.56,Low Risk
47,1402017,CLEANING,625.0,2.38,1.81,263,0.4443,0.7605042016806723,C,7.92,24.55,Low Risk
25,1418022,GROCERY I,545.0,2.47,1.67,221,0.3733,0.6761133603238866,C,7.28,24.54,Low Risk
44,2017241,CLEANING,522.0,2.44,1.71,214,0.3615,0.7008196721311475,C,7.46,24.54,Low Risk
49,1980816,GROCERY I,427.0,2.37,1.82,180,0.3041,0.7679324894514767,C,7.93,24.53,Low Risk
25,1178697,CLEANING,405.0,2.3,1.93,176,0.2973,0.8391304347826087,C,8.42,24.53,Low Risk
25,913964,GROCERY I,840.0,2.27,1.98,370,0.625,0.8722466960352423,C,8.63,24.52,Low Risk
25,1239846,DAIRY,854.0,2.41,1.75,355,0.5997,0.7261410788381742,C,7.66,24.5,Low Risk
25,841607,CLEANING,320.0,2.32,1.89,138,0.2331,0.8146551724137931,C,8.26,24.49,Low Risk
49,2017241,CLEANING,495.0,2.38,1.79,208,0.3514,0.7521008403361346,C,7.82,24.48,Low Risk
44,1354388,GROCERY I,1018.0,2.46,1.66,414,0.6993,0.6747967479674797,C,7.25,24.46,Low Risk
47,638296,GROCERY I,1278.0,2.57,1.48,497,0.8395,0.575875486381323,C,6.45,24.45,Low Risk
25,809184,DAIRY,720.0,2.28,1.95,316,0.5338,0.855263157894737,C,8.5,24.45,Low Risk
25,329070,GROCERY I,714.0,2.33,1.86,306,0.5169,0.7982832618025751,C,8.1,24.43,Low Risk
44,830624,CLEANING,921.0,2.38,1.78,387,0.6537,0.7478991596638656,C,7.76,24.42,Low Risk
49,2035581,CLEANING,437.0,2.56,1.5,171,0.2889,0.5859375,C,6.53,24.42,Low Risk
44,2010793,GROCERY I,743.0,2.48,1.62,300,0.5068,0.653225806451613,C,7.07,24.41,Low Risk
25,413986,CLEANING,694.0,2.34,1.83,296,0.5,0.7820512820512822,C,7.98,24.4,Low Risk
25,1987152,GROCERY I,586.0,2.36,1.8,248,0.4189,0.7627118644067797,C,7.86,24.4,Low Risk
44,315753,GROCERY I,391.0,2.09,2.24,187,0.3159,1.07177033492823,C,9.76,24.4,Low Risk
25,664537,GROCERY I,472.0,2.23,2.02,212,0.3581,0.9058295964125561,C,8.81,24.39,Low Risk
47,1937083,BEVERAGES,898.0,2.43,1.68,369,0.6233,0.691358024691358,C,7.35,24.38,Low Risk
49,223068,GROCERY I,795.0,2.29,1.91,347,0.5861,0.834061135371179,C,8.34,24.37,Low Risk
25,1464192,BEVERAGES,712.0,2.25,1.98,317,0.5355,0.88,C,8.64,24.37,Low Risk
25,1162761,CLEANING,528.0,2.31,1.89,229,0.3868,0.8181818181818181,C,8.23,24.37,Low Risk
49,2067333,GROCERY I,239.0,2.6,1.41,92,0.1554,0.5423076923076923,C,6.18,24.36,Low Risk
47,1975562,GROCERY I,960.0,2.42,1.7,397,0.6706,0.7024793388429752,C,7.42,24.35,Low Risk
49,996600,GROCERY I,119.0,2.43,1.68,49,0.0828,0.691358024691358,C,7.35,24.35,Low Risk
25,1950890,GROCERY I,702.0,2.37,1.77,296,0.5,0.7468354430379747,C,7.74,24.34,Low Risk
47,2042314,GROCERY I,227.0,2.36,1.78,96,0.1622,0.7542372881355933,C,7.79,24.34,Low Risk
44,2058907,BEVERAGES,190.0,2.32,1.86,82,0.1385,0.8017241379310346,C,8.11,24.33,Low Risk
47,2089224,GROCERY I,131.0,2.34,1.82,56,0.0946,0.7777777777777779,C,7.95,24.33,Low Risk
25,583868,MEATS,1093.355,2.48,1.59,441,0.7449,0.6411290322580645,C,6.96,24.31,Low Risk
44,762405,CLEANING,1068.0,2.39,1.73,447,0.7551,0.7238493723849372,C,7.57,24.3,Low Risk
44,127534,GROCERY I,1008.0,2.41,1.7,418,0.7061,0.7053941908713692,C,7.42,24.3,Low Risk
25,1489890,PRODUCE,148.0,2.47,1.61,60,0.1014,0.6518218623481781,C,7.03,24.3,Low Risk
44,1345070,GROCERY I,638.0,1.96,2.42,326,0.5507,1.2346938775510203,C,10.58,24.28,Low Risk
25,2010676,GROCERY I,444.0,2.22,2.0,200,0.3378,0.9009009009009008,C,8.73,24.27,Low Risk
25,1458847,DAIRY,1010.0,2.47,1.6,409,0.6909,0.6477732793522267,C,6.98,24.26,Low Risk
25,846565,CLEANING,736.0,2.37,1.75,310,0.5236,0.7383966244725738,C,7.64,24.26,Low Risk
25,1415679,BREAD/BAKERY,112.0,2.24,1.96,50,0.0845,0.8749999999999999,C,8.58,24.26,Low Risk
25,1466288,DAIRY,1025.0,2.45,1.63,419,0.7078,0.6653061224489795,C,7.13,24.25,Low Risk
25,1463772,BEVERAGES,875.0,2.35,1.79,373,0.6301,0.7617021276595745,C,7.82,24.24,Low Risk
25,1958185,BEVERAGES,822.0,2.34,1.8,351,0.5929,0.7692307692307693,C,7.85,24.24,Low Risk
49,502224,GROCERY I,773.0,2.27,1.91,340,0.5743,0.8414096916299559,C,8.32,24.24,Low Risk
44,996600,GROCERY I,382.0,2.33,1.82,164,0.277,0.7811158798283262,C,7.93,24.24,Low Risk
47,1079215,CLEANING,905.0,2.47,1.6,367,0.6199,0.6477732793522267,C,6.97,24.23,Low Risk
25,1058820,CLEANING,739.0,2.36,1.77,313,0.5287,0.75,C,7.71,24.23,Low Risk
49,2016322,BEVERAGES,448.0,2.31,1.85,194,0.3277,0.8008658008658008,C,8.06,24.22,Low Risk
25,812725,CLEANING,936.0,2.4,1.69,390,0.6588,0.7041666666666667,C,7.4,24.2,Low Risk
25,1047733,BEVERAGES,416.0,2.26,1.92,184,0.3108,0.8495575221238939,C,8.37,24.2,Low Risk
49,1951042,BEVERAGES,340.0,2.45,1.62,139,0.2348,0.6612244897959184,C,7.05,24.18,Low Risk
25,437609,GROCERY I,187.0,2.28,1.88,82,0.1385,0.8245614035087719,C,8.21,24.17,Low Risk
49,416252,GROCERY I,491.0,2.33,1.8,211,0.3564,0.7725321888412017,C,7.87,24.16,Low Risk
25,949510,GROCERY I,873.0,2.35,1.76,371,0.6267,0.7489361702127659,C,7.67,24.14,Low Risk
45,1463595,BEVERAGES,1234.0,2.48,1.55,497,0.8395,0.625,C,6.75,24.13,Low Risk
47,953413,CLEANING,1088.0,2.46,1.58,442,0.7466,0.6422764227642277,C,6.9,24.13,Low Risk
49,876225,GROCERY I,237.0,2.37,1.73,100,0.1689,0.729957805907173,C,7.54,24.13,Low Risk
44,1079257,CLEANING,1019.0,2.35,1.76,434,0.7331,0.7489361702127659,C,7.69,24.12,Low Risk
25,1345352,DAIRY,886.0,2.39,1.69,370,0.625,0.707112970711297,C,7.36,24.12,Low Risk
49,638296,GROCERY I,1214.0,2.49,1.53,488,0.8243,0.6144578313253012,C,6.68,24.1,Low Risk
25,1958191,BEVERAGES,273.0,2.37,1.71,115,0.1943,0.7215189873417721,C,7.48,24.1,Low Risk
47,1228312,GROCERY I,225.0,2.1,2.15,107,0.1807,1.0238095238095237,C,9.38,24.1,Low Risk
49,1920069,GROCERY I,1102.0,2.44,1.6,451,0.7618,0.6557377049180328,C,6.97,24.07,Low Risk
44,416252,GROCERY I,567.0,2.32,1.79,244,0.4122,0.771551724137931,C,7.8,24.06,Low Risk
25,679602,BREAD/BAKERY,766.0,2.4,1.66,319,0.5389,0.6916666666666667,C,7.24,24.05,Low Risk
25,1299616,DAIRY,579.0,2.3,1.82,252,0.4257,0.791304347826087,C,7.95,24.03,Low Risk
25,1917879,BEVERAGES,927.0,2.43,1.6,381,0.6436,0.6584362139917695,C,6.99,24.02,Low Risk
25,954796,GROCERY I,870.0,2.36,1.71,368,0.6216,0.7245762711864407,C,7.47,24.02,Low Risk
25,1148972,GROCERY I,753.0,2.35,1.73,320,0.5405,0.7361702127659574,C,7.54,24.01,Low Risk
25,1021676,GROCERY I,601.0,2.18,2.01,276,0.4662,0.922018348623853,C,8.77,24.01,Low Risk
25,1455790,CLEANING,351.0,2.32,1.77,151,0.2551,0.7629310344827587,C,7.74,24.01,Low Risk
49,2011457,GROCERY I,9.0,2.25,1.89,4,0.0068,0.84,C,8.26,24.01,Low Risk
25,830624,CLEANING,786.0,2.27,1.87,347,0.5861,0.8237885462555067,C,8.15,24.0,Low Risk
49,2036676,GROCERY I,1095.0,2.5,1.49,438,0.7399,0.596,C,6.49,23.99,Low Risk
47,1093344,GROCERY I,733.0,2.31,1.79,317,0.5355,0.7748917748917749,C,7.8,23.99,Low Risk
44,878715,GROCERY I,1064.0,2.39,1.66,446,0.7534,0.6945606694560669,C,7.26,23.96,Low Risk
25,271478,DAIRY,94.0,2.14,2.06,44,0.0743,0.9626168224299065,C,9.01,23.96,Low Risk
44,1168718,GROCERY I,811.0,2.22,1.92,365,0.6166,0.8648648648648648,C,8.4,23.95,Low Risk
25,1157562,GROCERY I,792.0,2.43,1.59,326,0.5507,0.654320987654321,C,6.93,23.94,Low Risk
47,321798,CLEANING,1075.0,2.39,1.64,449,0.7584,0.6861924686192468,C,7.17,23.93,Low Risk
25,1949898,GROCERY I,646.0,2.37,1.69,273,0.4611,0.7130801687763713,C,7.36,23.93,Low Risk
25,1350565,BEVERAGES,586.0,2.49,1.48,235,0.397,0.5943775100401606,C,6.47,23.93,Low Risk
45,1304488,GROCERY I,1032.0,2.39,1.65,432,0.7297,0.6903765690376569,C,7.2,23.92,Low Risk
49,275826,CLEANING,826.0,2.42,1.61,342,0.5777,0.6652892561983471,C,7.02,23.92,Low Risk
25,1916209,GROCERY I,525.0,2.07,2.16,254,0.4291,1.0434782608695654,C,9.45,23.92,Low Risk
49,1346410,CLEANING,829.0,2.38,1.66,348,0.5878,0.6974789915966386,C,7.24,23.91,Low Risk
49,1141956,GROCERY I,653.0,2.14,2.04,305,0.5152,0.9532710280373832,C,8.93,23.91,Low Risk
45,1167487,GROCERY I,596.0,2.28,1.81,261,0.4409,0.7938596491228072,C,7.92,23.9,Low Risk
25,1239862,POULTRY,1046.17,2.37,1.67,441,0.7449,0.7046413502109704,C,7.28,23.89,Low Risk
45,1352751,CLEANING,574.0,2.29,1.81,251,0.424,0.7903930131004367,C,7.88,23.89,Low Risk
45,1114903,CLEANING,821.0,2.35,1.7,349,0.5895,0.7234042553191489,C,7.41,23.88,Low Risk
25,1304243,CLEANING,508.0,2.11,2.09,241,0.4071,0.990521327014218,C,9.12,23.87,Low Risk
47,1082578,CLEANING,1009.0,2.32,1.74,435,0.7348,0.75,C,7.61,23.85,Low Risk
47,1234340,GROCERY I,462.0,2.23,1.88,207,0.3497,0.8430493273542601,C,8.22,23.85,Low Risk
44,1400329,CLEANING,1050.0,2.34,1.7,448,0.7568,0.7264957264957265,C,7.44,23.84,Low Risk
49,1463882,BEVERAGES,44.0,2.44,1.54,18,0.0304,0.6311475409836066,C,6.73,23.84,Low Risk
25,2053751,BEVERAGES,73.0,2.28,1.8,32,0.0541,0.7894736842105264,C,7.86,23.83,Low Risk
49,1057490,CLEANING,1187.0,2.44,1.54,486,0.8209,0.6311475409836066,C,6.71,23.81,Low Risk
49,461752,GROCERY I,786.0,2.4,1.61,328,0.5541,0.6708333333333334,C,7.04,23.81,Low Risk
25,346406,GROCERY I,220.0,2.18,1.96,101,0.1706,0.8990825688073394,C,8.56,23.81,Low Risk
45,1923218,GROCERY I,944.0,2.31,1.74,408,0.6892,0.7532467532467533,C,7.61,23.8,Low Risk
25,757888,CLEANING,854.0,2.35,1.69,364,0.6149,0.7191489361702127,C,7.38,23.8,Low Risk
25,655749,GROCERY I,602.0,2.32,1.74,260,0.4392,0.75,C,7.6,23.8,Low Risk
47,1304490,GROCERY I,723.0,2.32,1.72,311,0.5253,0.7413793103448276,C,7.51,23.79,Low Risk
45,1047743,BEVERAGES,597.0,2.25,1.84,265,0.4476,0.8177777777777778,C,8.02,23.79,Low Risk
25,1082391,GROCERY I,504.0,2.19,1.94,230,0.3885,0.8858447488584474,C,8.45,23.79,Low Risk
25,1239794,DAIRY,808.0,2.36,1.66,342,0.5777,0.7033898305084746,C,7.24,23.78,Low Risk
25,1284221,GROCERY I,794.0,2.22,1.89,358,0.6047,0.8513513513513512,C,8.25,23.78,Low Risk
47,2043198,BEVERAGES,254.0,2.37,1.64,107,0.1807,0.6919831223628691,C,7.16,23.78,Low Risk
25,2015815,BEVERAGES,102.0,2.12,2.04,48,0.0811,0.9622641509433962,C,8.9,23.77,Low Risk
25,1463784,BEVERAGES,769.0,2.31,1.74,333,0.5625,0.7532467532467533,C,7.59,23.75,Low Risk
25,1239883,POULTRY,793.075,2.33,1.7,341,0.576,0.7296137339055794,C,7.44,23.72,Low Risk
44,1373976,CLEANING,331.0,1.89,2.4,175,0.2956,1.2698412698412698,C,10.48,23.72,Low Risk
25,521818,GROCERY I,768.0,2.18,1.94,353,0.5963,0.8899082568807338,C,8.48,23.71,Low Risk
45,2114752,GROCERY I,8.0,2.67,1.15,3,0.0051,0.4307116104868914,C,5.04,23.71,Low Risk
25,1038954,BREAD/BAKERY,666.0,2.38,1.62,280,0.473,0.680672268907563,C,7.05,23.7,Low Risk
25,913521,CLEANING,626.0,2.21,1.88,283,0.478,0.8506787330316742,C,8.22,23.7,Low Risk
25,1226920,GROCERY I,310.0,2.2,1.9,141,0.2382,0.8636363636363635,C,8.29,23.68,Low Risk
25,1695936,PRODUCE,55.564,2.65,1.18,21,0.0355,0.44528301886792454,C,5.15,23.68,Low Risk
49,1464066,BEVERAGES,1110.0,2.41,1.55,460,0.777,0.6431535269709543,C,6.78,23.67,Low Risk
25,222975,GROCERY I,326.0,2.19,1.91,149,0.2517,0.8721461187214612,C,8.33,23.64,Low Risk
45,1463604,BEVERAGES,1232.0,2.47,1.45,498,0.8412,0.5870445344129555,C,6.32,23.63,Low Risk
25,820645,GROCERY I,758.0,2.28,1.75,332,0.5608,0.7675438596491229,C,7.64,23.62,Low Risk
25,2010743,GROCERY I,693.0,2.27,1.76,305,0.5152,0.775330396475771,C,7.69,23.6,Low Risk
49,1091333,GROCERY I,314.0,2.0,2.2,157,0.2652,1.1,C,9.6,23.6,Low Risk
49,1971328,DAIRY,1020.0,2.42,1.52,421,0.7111,0.628099173553719,C,6.63,23.59,Low Risk
44,105693,GROCERY I,924.0,2.35,1.63,393,0.6639,0.6936170212765956,C,7.14,23.59,Low Risk
45,1102975,BEVERAGES,964.0,2.4,1.55,401,0.6774,0.6458333333333334,C,6.75,23.58,Low Risk
25,1146797,GROCERY I,771.0,2.32,1.69,333,0.5625,0.728448275862069,C,7.37,23.58,Low Risk
49,315753,GROCERY I,215.0,2.03,2.15,106,0.1791,1.059113300492611,C,9.38,23.58,Low Risk
44,258395,GROCERY I,1242.0,2.46,1.46,505,0.853,0.5934959349593496,C,6.35,23.57,Low Risk
45,2011471,GROCERY I,109.0,2.42,1.51,45,0.076,0.6239669421487604,C,6.61,23.57,Low Risk
25,1463935,BEVERAGES,745.0,2.29,1.73,326,0.5507,0.7554585152838428,C,7.55,23.55,Low Risk
25,1105299,GROCERY I,424.0,2.3,1.7,184,0.3108,0.7391304347826088,C,7.42,23.55,Low Risk
49,1086172,GROCERY I,645.0,2.22,1.83,290,0.4899,0.8243243243243242,C,7.97,23.54,Low Risk
25,517615,GROCERY I,568.0,2.3,1.7,247,0.4172,0.7391304347826088,C,7.44,23.53,Low Risk
25,161288,GROCERY I,207.0,2.35,1.62,88,0.1486,0.6893617021276596,C,7.07,23.53,Low Risk
25,205486,DAIRY,590.0,2.01,2.16,293,0.4949,1.074626865671642,C,9.43,23.52,Low Risk
45,2057762,GROCERY I,159.0,2.15,1.94,74,0.125,0.9023255813953488,C,8.48,23.52,Low Risk
25,125430,GROCERY I,374.0,2.17,1.9,172,0.2905,0.8755760368663594,C,8.29,23.51,Low Risk
49,2007133,DAIRY,727.0,2.29,1.7,317,0.5355,0.74235807860262,C,7.42,23.48,Low Risk
47,750855,GROCERY I,910.0,2.22,1.82,410,0.6926,0.8198198198198198,C,7.93,23.46,Low Risk
49,830624,CLEANING,743.0,2.13,1.96,349,0.5895,0.9201877934272301,C,8.56,23.46,Low Risk
25,213652,GROCERY I,741.0,2.22,1.82,334,0.5642,0.8198198198198198,C,7.93,23.46,Low Risk
25,939663,GROCERY I,522.0,2.12,1.97,246,0.4155,0.9292452830188679,C,8.61,23.46,Low Risk
45,1259952,GROCERY I,721.0,2.06,2.07,350,0.5912,1.0048543689320388,C,9.03,23.45,Low Risk
25,2005877,GROCERY I,45.0,2.37,1.57,19,0.0321,0.6624472573839663,C,6.86,23.44,Low Risk
45,1245918,GROCERY I,717.0,2.3,1.68,312,0.527,0.7304347826086957,C,7.34,23.43,Low Risk
